CowID,date,activity_time_slots_list
10,3/6/2005,[1:20:00 AM~1:25:00 AM][5:20:00 AM~5:25:00 AM][6:30:00 AM~9:20:00 AM][10:25:00 AM~3:25:00 PM][4:20:00 PM~6:40:00 PM]
10,3/7/2005,[3:55:00 AM~4:00:00 AM][6:30:00 AM~8:50:00 AM][9:45:00 AM~12:30:00 PM][1:40:00 PM~6:30:00 PM]
10,3/8/2005,[2:15:00 AM~3:00:00 AM][4:00:00 AM~4:10:00 AM][6:20:00 AM~9:50:00 AM][11:20:00 AM~8:05:00 PM][10:40:00 PM~10:45:00 PM]
10,3/9/2005,[4:00:00 AM~4:05:00 AM][6:25:00 AM~7:10:00 PM]
10,3/10/2005,[12:00:00 AM~12:05:00 AM][6:20:00 AM~11:00:00 AM][12:55:00 PM~1:35:00 PM][3:35:00 PM~6:45:00 PM][11:05:00 PM~11:45:00 PM]
10,3/11/2005,[12:51:00 AM~3:45:00 AM][6:25:00 AM~9:50:00 AM][3:05:00 PM~7:10:00 PM][11:25:00 PM~11:50:00 PM]
10,3/12/2005,[1:50:00 AM~3:10:00 AM][4:55:00 AM~8:40:00 AM][11:35:00 AM~4:10:00 PM][5:05:00 PM~7:35:00 PM]
10,3/13/2005,[12:45:00 AM~1:30:00 AM][6:10:00 AM~10:30:00 AM][12:00:00 PM~7:30:00 PM][11:05:00 PM~11:55:00 PM]
10,3/14/2005,[1:35:00 AM~3:25:00 AM][5:35:00 AM~6:40:00 AM][8:05:00 AM~11:25:00 AM][2:00:00 PM~2:20:00 PM][3:55:00 PM~8:00:00 PM]
10,3/15/2005,[1:10:00 AM~1:15:00 AM][4:00:00 AM~4:05:00 AM][7:05:00 AM~10:55:00 AM][12:45:00 PM~7:45:00 PM][9:40:00 PM~11:55:00 PM]
84,2/28/2004,[12:15:00 AM~12:20:00 AM][1:20:00 AM~4:50:00 AM][6:40:00 AM~8:55:00 AM][10:10:00 AM~6:00:00 PM][9:20:00 PM~9:35:00 PM]
84,2/29/2004,[1:45:00 AM~2:00:00 AM][4:55:00 AM~5:00:00 AM][6:10:00 AM~8:15:00 PM][9:50:00 PM~10:40:00 PM]
84,3/1/2004,[12:00:00 AM~1:35:00 AM][3:31:00 AM~4:40:00 AM][6:41:00 AM~11:40:00 AM][12:40:00 PM~9:00:00 PM]
84,3/2/2004,[12:30:00 AM~12:35:00 AM][1:30:00 AM~2:00:00 AM][6:15:00 AM~12:20:00 PM][1:30:00 PM~8:00:00 PM][9:20:00 PM~9:50:00 PM]
84,3/3/2004,[12:10:00 AM~1:35:00 AM][3:30:00 AM~3:45:00 AM][5:40:00 AM~9:35:00 AM][1:50:00 PM~6:40:00 PM][9:05:00 PM~10:00:00 PM]
84,3/4/2004,[12:00:00 AM~3:20:00 AM][5:55:00 AM~10:45:00 AM][1:40:00 PM~6:35:00 PM][8:35:00 PM~11:55:00 PM]
84,3/5/2004,[12:15:00 AM~12:35:00 AM][3:41:00 AM~3:46:00 AM][6:35:00 AM~10:45:00 AM][1:15:00 PM~7:35:00 PM][8:40:00 PM~9:10:00 PM][10:30:00 PM~11:55:00 PM]
84,3/6/2004,[12:15:00 AM~12:45:00 AM][2:00:00 AM~2:05:00 AM][3:05:00 AM~4:00:00 AM][5:40:00 AM~9:10:00 AM][11:30:00 AM~12:35:00 PM][1:45:00 PM~2:15:00 PM][3:15:00 PM~7:10:00 PM][9:25:00 PM~10:15:00 PM]
84,3/7/2004,[3:35:00 AM~4:05:00 AM][5:25:00 AM~5:30:00 AM][11:55:00 AM~12:20:00 PM][3:50:00 PM~6:40:00 PM][8:45:00 PM~11:55:00 PM]
84,3/8/2004,[12:00:00 AM~1:30:00 AM][5:55:00 AM~9:05:00 AM][11:35:00 AM~12:05:00 PM][1:20:00 PM~1:45:00 PM][3:00:00 PM~3:05:00 PM][4:00:00 PM~7:00:00 PM][11:05:00 PM~11:10:00 PM]
84,3/9/2004,[1:00:00 AM~1:40:00 AM][2:40:00 AM~6:25:00 AM][8:35:00 AM~10:40:00 AM][1:10:00 PM~1:25:00 PM][2:50:00 PM~7:35:00 PM][10:50:00 PM~11:45:00 PM]
84,3/10/2004,[4:00:00 AM~4:05:00 AM][6:00:00 AM~6:05:00 AM][7:40:00 AM~10:00:00 AM][12:00:00 PM~6:15:00 PM]
84,3/11/2004,[2:00:00 AM~2:05:00 AM][3:25:00 AM~4:10:00 AM][6:30:00 AM~7:00:00 AM][8:25:00 AM~12:55:00 PM][3:00:00 PM~7:20:00 PM][9:25:00 PM~9:30:00 PM][11:50:00 PM~11:55:00 PM]
84,3/12/2004,[3:10:00 AM~3:20:00 AM][7:25:00 AM~1:25:00 PM][3:05:00 PM~6:20:00 PM][8:10:00 PM~9:40:00 PM][11:00:00 PM~11:55:00 PM]
84,3/13/2004,[4:40:00 AM~4:55:00 AM][6:00:00 AM~8:30:00 AM][9:25:00 AM~2:00:00 PM][4:00:00 PM~8:55:00 PM][11:40:00 PM~11:45:00 PM]
84,3/14/2004,[12:55:00 AM~1:10:00 AM][6:30:00 AM~11:25:00 AM][12:40:00 PM~12:55:00 PM][2:20:00 PM~6:50:00 PM][8:15:00 PM~9:50:00 PM][11:35:00 PM~11:55:00 PM]
84,3/15/2004,[6:20:00 AM~9:30:00 AM][10:25:00 AM~6:55:00 PM][9:45:00 PM~10:00:00 PM][11:30:00 PM~11:45:00 PM]
101,2/19/2005,[1:15:00 AM~2:25:00 AM][6:30:00 AM~9:05:00 AM][10:35:00 AM~7:00:00 PM][9:45:00 PM~9:50:00 PM]
101,2/20/2005,[3:55:00 AM~4:00:00 AM][5:45:00 AM~10:55:00 AM][11:55:00 AM~6:20:00 PM][9:55:00 PM~11:55:00 PM]
101,2/21/2005,[12:00:00 AM~12:05:00 AM][6:30:00 AM~9:25:00 AM][11:55:00 AM~1:00:00 PM][2:50:00 PM~6:40:00 PM][9:55:00 PM~11:55:00 PM]
101,2/22/2005,[2:50:00 AM~3:10:00 AM][6:20:00 AM~11:45:00 AM][1:50:00 PM~6:25:00 PM][9:50:00 PM~11:50:00 PM]
101,2/23/2005,[12:00:00 AM~1:55:00 AM][6:35:00 AM~10:15:00 AM][12:15:00 PM~11:55:00 PM]
101,2/24/2005,[12:10:00 AM~12:30:00 AM][2:20:00 AM~2:25:00 AM][6:25:00 AM~10:45:00 AM][12:30:00 PM~12:50:00 PM][2:50:00 PM~3:06:00 PM][4:10:00 PM~4:30:00 PM][5:25:00 PM~6:45:00 PM]
101,2/25/2005,[2:06:00 AM~4:40:00 AM][6:45:00 AM~6:25:00 PM][10:55:00 PM~11:30:00 PM]
101,2/26/2005,[12:30:00 AM~12:45:00 AM][2:35:00 AM~3:55:00 AM][6:00:00 AM~12:40:00 PM][2:00:00 PM~2:10:00 PM][3:05:00 PM~6:50:00 PM][10:40:00 PM~11:55:00 PM]
101,2/27/2005,[12:00:00 AM~12:45:00 AM][3:10:00 AM~3:15:00 AM][6:00:00 AM~10:55:00 AM][12:35:00 PM~3:20:00 PM][4:45:00 PM~7:55:00 PM][10:50:00 PM~11:40:00 PM]
101,2/28/2005,[12:00:00 AM~1:45:00 AM][3:55:00 AM~4:00:00 AM][6:15:00 AM~11:35:00 AM][12:40:00 PM~1:55:00 PM][3:25:00 PM~7:15:00 PM][8:55:00 PM~11:55:00 PM]
101,3/1/2005,[12:15:00 AM~1:50:00 AM][4:30:00 AM~8:35:00 AM][10:40:00 AM~1:05:00 PM][2:10:00 PM~3:25:00 PM][4:20:00 PM~8:05:00 PM][11:05:00 PM~11:41:00 PM]
101,3/2/2005,[1:05:00 AM~1:40:00 AM][6:30:00 AM~11:15:00 AM][1:00:00 PM~1:31:00 PM][3:25:00 PM~7:01:00 PM][8:55:00 PM~9:10:00 PM][11:45:00 PM~11:50:00 PM]
101,3/3/2005,[1:10:00 AM~2:00:00 AM][3:20:00 AM~3:25:00 AM][5:35:00 AM~12:15:00 PM][1:35:00 PM~7:00:00 PM][8:50:00 PM~9:20:00 PM][10:35:00 PM~11:55:00 PM]
101,3/4/2005,[12:00:00 AM~12:15:00 AM][2:35:00 AM~2:05:00 PM][3:05:00 PM~7:00:00 PM][11:50:00 PM~11:55:00 PM]
101,3/5/2005,[12:45:00 AM~2:10:00 AM][3:50:00 AM~3:55:00 AM][6:10:00 AM~1:25:00 PM][2:25:00 PM~7:35:00 PM][10:05:00 PM~10:10:00 PM][11:30:00 PM~11:36:00 PM]
101,3/6/2005,[5:20:00 AM~3:25:00 PM][4:20:00 PM~6:56:00 PM]
101,3/7/2005,[12:00:00 AM~12:20:00 AM][5:45:00 AM~10:15:00 AM][11:45:00 AM~11:50:00 AM][1:05:00 PM~7:05:00 PM][9:05:00 PM~10:15:00 PM]
101,3/8/2005,[1:15:00 AM~1:55:00 AM][4:50:00 AM~9:35:00 AM][10:55:00 AM~7:50:00 PM][9:35:00 PM~10:45:00 PM]
101,3/9/2005,[12:40:00 AM~12:45:00 AM][2:00:00 AM~2:05:00 AM][5:25:00 AM~10:30:00 AM][12:30:00 PM~7:10:00 PM][11:05:00 PM~11:50:00 PM]
101,3/10/2005,[5:40:00 AM~8:30:00 AM][9:30:00 AM~10:45:00 AM][12:40:00 PM~6:45:00 PM][10:30:00 PM~11:50:00 PM]
101,3/11/2005,[12:00:00 AM~1:45:00 AM][5:00:00 AM~9:45:00 AM][2:45:00 PM~7:20:00 PM]
101,3/12/2005,[1:25:00 AM~2:00:00 AM][3:05:00 AM~3:10:00 AM][5:45:00 AM~11:55:00 AM][2:25:00 PM~7:25:00 PM]
101,3/13/2005,[12:10:00 AM~1:55:00 AM][6:20:00 AM~11:10:00 AM][12:30:00 PM~9:25:00 PM][11:45:00 PM~11:50:00 PM]
101,3/14/2005,[12:00:00 AM~12:05:00 AM][1:35:00 AM~2:50:00 AM][3:45:00 AM~4:00:00 AM][5:20:00 AM~10:15:00 AM][1:15:00 PM~9:50:00 PM][11:10:00 PM~11:30:00 PM]
101,3/15/2005,[12:40:00 AM~2:20:00 AM][5:00:00 AM~11:00:00 AM][12:00:00 PM~12:05:00 PM][1:00:00 PM~10:55:00 PM]
104,2/19/2005,[2:05:00 AM~2:20:00 AM][6:15:00 AM~9:20:00 AM][10:35:00 AM~7:05:00 PM][9:45:00 PM~9:50:00 PM]
104,2/20/2005,[5:45:00 AM~10:45:00 AM][11:55:00 AM~12:10:00 PM][1:20:00 PM~6:00:00 PM][9:45:00 PM~11:41:00 PM]
104,2/21/2005,[4:00:00 AM~4:05:00 AM][6:35:00 AM~9:20:00 AM][11:55:00 AM~1:00:00 PM][2:45:00 PM~7:00:00 PM][9:45:00 PM~11:45:00 PM]
104,2/22/2005,[2:40:00 AM~2:45:00 AM][6:15:00 AM~10:45:00 AM][12:40:00 PM~3:00:00 PM][4:45:00 PM~8:15:00 PM][10:35:00 PM~11:55:00 PM]
104,2/23/2005,[6:30:00 AM~9:20:00 AM][11:45:00 AM~7:00:00 PM][7:55:00 PM~9:31:00 PM][11:15:00 PM~11:25:00 PM]
104,2/24/2005,[6:25:00 AM~10:55:00 AM][2:25:00 PM~2:55:00 PM][4:05:00 PM~6:55:00 PM][7:50:00 PM~7:55:00 PM]
104,2/25/2005,[5:40:00 AM~5:45:00 AM][6:45:00 AM~6:00:00 PM]
104,2/26/2005,[3:15:00 AM~3:35:00 AM][6:05:00 AM~7:15:00 PM][9:10:00 PM~11:45:00 PM]
104,2/27/2005,[6:15:00 AM~3:25:00 PM][4:45:00 PM~7:10:00 PM][11:00:00 PM~11:30:00 PM]
104,2/28/2005,[12:15:00 AM~1:25:00 AM][6:35:00 AM~10:30:00 AM][11:45:00 AM~1:55:00 PM][3:30:00 PM~7:40:00 PM][9:20:00 PM~11:55:00 PM]
104,3/1/2005,[6:35:00 AM~1:50:00 PM][3:15:00 PM~7:25:00 PM][10:50:00 PM~11:45:00 PM]
104,3/2/2005,[12:00:00 AM~1:25:00 AM][6:30:00 AM~11:40:00 AM][1:40:00 PM~6:35:00 PM][11:45:00 PM~11:50:00 PM]
104,3/3/2005,[12:55:00 AM~2:00:00 AM][6:25:00 AM~10:35:00 AM][12:20:00 PM~7:05:00 PM][8:30:00 PM~9:00:00 PM]
104,3/4/2005,[3:25:00 AM~3:30:00 AM][6:25:00 AM~7:41:00 PM][10:45:00 PM~11:55:00 PM]
104,3/5/2005,[3:25:00 AM~3:30:00 AM][6:25:00 AM~12:40:00 PM][2:05:00 PM~2:55:00 PM][4:15:00 PM~6:55:00 PM][11:30:00 PM~11:35:00 PM]
104,3/6/2005,[5:20:00 AM~7:30:00 PM]
104,3/7/2005,[5:45:00 AM~11:00:00 AM][1:00:00 PM~7:25:00 PM][8:40:00 PM~10:35:00 PM]
104,3/8/2005,[3:40:00 AM~3:45:00 AM][5:25:00 AM~11:30:00 AM][1:35:00 PM~2:00:00 PM][4:10:00 PM~7:00:00 PM][8:40:00 PM~9:30:00 PM]
104,3/9/2005,[6:15:00 AM~10:05:00 AM][11:00:00 AM~11:05:00 AM][1:10:00 PM~7:20:00 PM][10:45:00 PM~11:45:00 PM]
104,3/10/2005,[5:40:00 AM~8:10:00 AM][9:30:00 AM~11:40:00 AM][2:15:00 PM~7:20:00 PM][10:30:00 PM~10:35:00 PM][11:30:00 PM~11:35:00 PM]
104,3/11/2005,[12:15:00 AM~1:15:00 AM][3:30:00 AM~3:35:00 AM][5:20:00 AM~9:35:00 AM][2:40:00 PM~8:00:00 PM]
104,3/12/2005,[6:00:00 AM~11:55:00 AM][1:30:00 PM~4:10:00 PM][5:15:00 PM~7:10:00 PM][10:55:00 PM~11:25:00 PM]
104,3/13/2005,[1:15:00 AM~1:20:00 AM][6:00:00 AM~11:35:00 AM][1:35:00 PM~9:40:00 PM]
104,3/14/2005,[12:55:00 AM~1:30:00 AM][2:55:00 AM~3:00:00 AM][6:05:00 AM~10:25:00 AM][1:10:00 PM~9:25:00 PM][11:25:00 PM~11:30:00 PM]
104,3/15/2005,[2:20:00 AM~2:25:00 AM][6:46:00 AM~12:25:00 PM][1:25:00 PM~1:45:00 PM][3:05:00 PM~11:55:00 PM]
402,3/20/2007,[12:05:24 AM~12:25:32 AM][6:55:32 AM~8:50:32 AM][1:20:30 PM~3:10:28 PM][6:05:29 PM~8:05:28 PM]
402,3/21/2007,[7:05:32 AM~10:00:30 AM][10:55:22 AM~12:55:29 PM][3:20:33 PM~7:45:31 PM]
402,3/22/2007,[6:45:29 AM~12:50:30 PM][2:50:29 PM~2:55:32 PM][4:55:29 PM~8:05:23 PM]
402,4/3/2007,[7:30:39 AM~7:40:54 AM][8:55:36 AM~9:35:45 AM][11:35:33 AM~11:40:39 AM][2:35:57 PM~2:50:57 PM][6:15:33 PM~7:50:54 PM]
402,4/4/2007,[1:05:57 AM~1:50:57 AM][6:25:33 AM~8:20:39 AM][9:20:57 AM~11:50:36 AM][2:15:36 PM~5:50:51 PM][11:20:37 PM~11:45:43 PM]
402,4/5/2007,[7:00:58 AM~8:50:34 AM][10:45:34 AM~11:55:55 AM][2:55:34 PM~4:10:49 PM][5:25:37 PM~6:10:58 PM][7:25:34 PM~7:50:58 PM][8:50:58 PM~8:55:34 PM][10:35:49 PM~10:40:43 PM]
402,4/10/2007,[6:45:34 AM~8:55:58 AM][10:10:40 AM~10:35:46 AM][12:05:34 PM~12:10:37 PM][3:10:55 PM~8:11:22 PM]
402,4/11/2007,[6:25:37 AM~10:15:58 AM][12:05:59 PM~3:40:35 PM][5:20:47 PM~7:50:35 PM][11:30:59 PM~11:55:59 PM]
402,4/12/2007,[6:20:56 AM~11:55:41 AM][1:15:41 PM~2:26:02 PM][3:25:38 PM~3:45:56 PM][5:21:02 PM~8:35:56 PM]
402,4/13/2007,[6:20:33 AM~5:25:57 PM]
402,4/17/2007,[6:45:24 AM~11:10:32 AM][12:30:30 PM~12:50:32 PM][3:05:56 PM~3:50:29 PM][5:40:49 PM~8:20:27 PM]
402,4/18/2007,[2:50:33 AM~3:20:22 AM][6:20:28 AM~10:40:29 AM][12:20:32 PM~1:50:57 PM][2:45:58 PM~3:50:57 PM][4:45:58 PM~8:35:29 PM]
402,4/19/2007,[4:00:29 AM~4:50:30 AM][5:55:32 AM~9:05:33 AM][10:00:29 AM~11:25:32 AM][2:26:01 PM~5:21:01 PM][6:25:51 PM~8:01:01 PM][10:45:30 PM~11:55:48 PM]
402,4/24/2007,[1:05:27 AM~1:10:24 AM][2:50:33 AM~2:55:37 AM][6:00:25 AM~12:40:28 PM][1:35:56 PM~2:00:32 PM][3:35:57 PM~4:35:57 PM][5:30:58 PM~8:15:55 PM]
402,4/25/2007,[12:40:28 AM~1:05:27 AM][5:50:29 AM~6:45:59 PM]
402,4/26/2007,[5:45:22 AM~8:55:36 AM][10:35:30 AM~11:20:31 AM][12:55:24 PM~1:10:31 PM][2:21:01 PM~7:16:02 PM][8:10:31 PM~8:40:32 PM][10:20:33 PM~10:25:32 PM][11:35:31 PM~11:50:33 PM]
402,5/1/2007,[12:40:32 AM~2:25:48 AM][5:55:29 AM~9:45:33 AM][11:55:29 AM~1:30:59 PM][2:41:01 PM~4:45:59 PM][6:25:36 PM~8:35:23 PM]
402,5/2/2007,[12:40:29 AM~1:05:21 AM][5:05:22 AM~9:40:32 AM][10:50:22 AM~10:55:33 AM][12:30:32 PM~8:40:30 PM]
402,5/3/2007,[6:10:48 AM~7:10:31 AM][8:30:31 AM~1:25:56 PM][3:55:57 PM~8:10:25 PM][10:05:28 PM~10:10:48 PM]
403,3/20/2007,[2:45:31 AM~5:00:25 AM][7:20:33 AM~2:10:25 PM][4:25:42 PM~8:10:36 PM][10:15:29 PM~11:10:31 PM]
403,3/21/2007,[7:00:22 AM~12:45:28 PM][2:25:26 PM~7:51:01 PM][10:20:28 PM~10:40:27 PM]
403,3/22/2007,[3:25:39 AM~3:30:29 AM][4:25:33 AM~4:30:29 AM][6:10:32 AM~2:20:29 PM][4:00:30 PM~8:35:28 PM]
403,3/27/2007,[1:20:22 AM~2:05:24 AM][3:10:28 AM~3:40:28 AM][7:00:27 AM~2:30:28 PM][3:55:48 PM~4:25:30 PM][6:40:48 PM~7:55:32 PM][11:00:28 PM~11:05:31 PM]
403,3/28/2007,[12:45:27 AM~1:05:34 AM][2:35:31 AM~2:55:33 AM][3:50:27 AM~4:10:22 AM][7:15:34 AM~10:20:35 AM][12:30:33 PM~12:40:33 PM][1:45:25 PM~2:20:29 PM][5:50:29 PM~6:55:30 PM][8:00:31 PM~9:00:26 PM][11:45:25 PM~11:55:27 PM]
403,3/29/2007,[12:05:29 AM~1:30:32 AM][3:45:24 AM~5:55:31 AM][7:40:30 AM~1:45:33 PM][4:45:24 PM~8:25:30 PM][10:20:23 PM~11:45:28 PM]
403,3/30/2007,[6:20:26 AM~11:05:33 AM][12:20:30 PM~2:50:23 PM][4:00:31 PM~11:45:34 PM]
403,4/3/2007,[6:35:23 AM~12:35:23 PM][2:15:29 PM~3:26:01 PM][5:30:51 PM~8:15:58 PM]
403,4/4/2007,[12:05:21 AM~1:05:30 AM][5:05:21 AM~5:10:33 AM][6:40:32 AM~12:10:31 PM][2:05:32 PM~8:06:01 PM][10:35:21 PM~10:45:28 PM]
403,4/5/2007,[12:35:24 AM~2:55:20 AM][6:10:32 AM~9:45:28 AM][11:55:24 AM~8:55:27 PM][11:10:22 PM~11:20:23 PM]
403,4/10/2007,[1:45:26 AM~1:50:28 AM][3:10:32 AM~3:30:29 AM][7:15:23 AM~10:40:48 AM][12:40:48 PM~9:05:27 PM]
403,4/11/2007,[2:00:42 AM~2:05:32 AM][6:45:32 AM~1:30:32 PM][4:16:01 PM~5:25:21 PM][6:31:00 PM~7:56:00 PM][9:55:30 PM~10:00:48 PM][11:10:28 PM~11:25:29 PM]
403,4/12/2007,[12:35:32 AM~1:25:27 AM][2:50:22 AM~2:55:59 AM][6:35:43 AM~2:15:43 PM][3:25:22 PM~4:20:58 PM][5:55:44 PM~7:40:28 PM][8:35:47 PM~8:40:28 PM]
403,4/13/2007,[3:20:40 AM~3:25:58 AM][6:25:19 AM~11:20:24 AM][12:15:23 PM~12:45:33 PM][2:06:00 PM~5:50:58 PM]
403,4/17/2007,[6:20:43 AM~1:05:40 PM][2:45:34 PM~8:21:01 PM][9:55:37 PM~10:00:40 PM]
403,4/18/2007,[2:50:58 AM~2:55:58 AM][6:20:40 AM~9:30:38 AM][10:25:35 AM~2:55:59 PM][4:46:02 PM~8:35:32 PM][10:05:38 PM~10:10:53 PM]
403,4/19/2007,[1:56:02 AM~2:00:59 AM][6:10:41 AM~1:00:41 PM][3:05:53 PM~5:05:53 PM][6:00:50 PM~8:00:59 PM][10:50:38 PM~11:15:59 PM]
403,4/24/2007,[6:30:51 AM~2:10:58 PM][3:35:34 PM~8:30:37 PM]
403,4/25/2007,[6:00:46 AM~9:50:49 AM][11:50:58 AM~7:50:52 PM]
403,4/26/2007,[6:00:38 AM~9:10:35 AM][11:00:56 AM~8:41:02 PM][10:20:41 PM~10:25:56 PM]
403,5/1/2007,[12:20:45 AM~1:50:57 AM][6:05:57 AM~10:05:39 AM][1:10:54 PM~5:15:48 PM][6:10:54 PM~8:35:57 PM][10:15:57 PM~10:20:57 PM][11:35:34 PM~11:50:58 PM]
403,5/2/2007,[12:35:40 AM~2:15:58 AM][6:05:34 AM~8:51:04 AM][11:40:43 AM~2:10:58 PM][3:45:34 PM~8:40:55 PM][10:20:58 PM~10:25:55 PM]
403,5/3/2007,[6:10:46 AM~10:41:01 AM][12:00:40 PM~2:05:58 PM][3:05:52 PM~8:50:37 PM]
404,3/20/2007,[6:50:45 AM~9:40:57 AM][10:55:36 AM~11:10:39 AM][1:50:39 PM~3:05:39 PM][5:40:57 PM~8:05:39 PM][9:20:42 PM~9:40:36 PM][11:25:57 PM~11:55:39 PM]
404,3/21/2007,[7:05:55 AM~12:15:49 PM][3:25:34 PM~8:20:55 PM]
404,3/22/2007,[6:45:43 AM~12:50:58 PM][2:50:40 PM~2:55:40 PM][4:45:58 PM~8:35:53 PM][11:25:35 PM~11:30:59 PM]
404,3/27/2007,[1:20:58 AM~2:15:49 AM][6:50:58 AM~10:00:58 AM][2:15:40 PM~2:25:52 PM][4:05:58 PM~7:40:40 PM][10:45:37 PM~11:25:40 PM]
404,3/28/2007,[12:00:37 AM~12:30:37 AM][9:50:59 AM~10:50:50 AM][11:50:56 AM~1:00:59 PM][4:10:56 PM~4:45:41 PM][6:35:44 PM~7:45:59 PM]
404,3/29/2007,[7:00:57 AM~8:05:54 AM][10:05:33 AM~12:25:39 PM][3:25:57 PM~3:30:57 PM][5:25:42 PM~5:55:51 PM][7:00:39 PM~7:30:48 PM]
404,3/30/2007,[6:45:55 AM~9:00:46 AM][9:55:58 AM~11:10:49 AM][12:20:40 PM~2:45:59 PM][4:00:38 PM~5:10:59 PM]
404,4/3/2007,[6:40:58 AM~2:55:58 PM][5:30:37 PM~8:00:58 PM][10:30:58 PM~10:40:43 PM]
404,4/4/2007,[12:10:55 AM~12:15:52 AM][6:55:40 AM~12:35:58 PM][2:25:58 PM~5:55:49 PM]
404,4/5/2007,[7:00:41 AM~10:20:35 AM][1:10:56 PM~4:46:02 PM][8:50:56 PM~8:55:56 PM][10:35:41 PM~10:55:41 PM]
404,4/10/2007,[6:35:46 AM~12:00:37 PM][3:35:58 PM~8:25:40 PM][10:40:40 PM~10:45:40 PM]
404,4/11/2007,[6:55:53 AM~11:00:38 AM][12:00:35 PM~12:15:56 PM][2:20:56 PM~2:40:38 PM][5:00:35 PM~8:05:44 PM]
404,4/12/2007,[7:05:33 AM~9:40:36 AM][10:50:36 AM~4:05:54 PM][6:00:48 PM~7:50:48 PM]
404,4/13/2007,[6:50:55 AM~11:20:40 AM][12:35:55 PM~12:45:46 PM][2:40:58 PM~4:00:46 PM]
404,4/17/2007,[6:35:52 AM~12:40:40 PM][3:25:49 PM~8:21:01 PM][9:55:37 PM~10:00:40 PM]
404,4/18/2007,[2:50:58 AM~2:55:55 AM][6:20:52 AM~9:30:50 AM][10:56:02 AM~11:00:35 AM][12:40:41 PM~3:20:56 PM][4:46:02 PM~8:25:35 PM]
404,4/19/2007,[1:56:02 AM~2:00:59 AM][5:30:56 AM~9:05:35 AM][11:00:35 AM~2:05:59 PM][5:30:50 PM~8:00:59 PM][10:40:56 PM~11:15:59 PM]
404,4/24/2007,[6:15:40 AM~11:05:58 AM][12:30:55 PM~1:25:37 PM][3:21:01 PM~4:30:58 PM][6:10:58 PM~8:46:01 PM]
404,4/25/2007,[12:31:02 AM~1:00:41 AM][1:55:59 AM~2:40:59 AM][6:25:47 AM~10:00:41 AM][11:55:41 AM~4:05:35 PM][5:20:38 PM~8:31:02 PM][11:30:35 PM~11:50:59 PM]
404,4/26/2007,[6:10:35 AM~9:35:45 AM][11:40:48 AM~5:35:39 PM][6:55:53 PM~8:35:54 PM][10:20:42 PM~10:25:51 PM]
